ID,2022_Value,ActivityMetric,AMKEY,group,query,Value
628_X_Distell,0.0,Total spend or investment towards Energy security in the reporting period/s,628.0,Distell,Total spend or investment towards Energy security in the reporting period/s in Distell company in the year ,
628_X_Impala,0.0,Total spend or investment towards Energy security in the reporting period/s,628.0,Impala,Total spend or investment towards Energy security in the reporting period/s in Impala company in the year ,
628_X_Oceana1&2,0.0,Total spend or investment towards Energy security in the reporting period/s,628.0,Oceana1&2,Total spend or investment towards Energy security in the reporting period/s in Oceana1&2 company in the year ,
628_X_Picknpay,0.0,Total spend or investment towards Energy security in the reporting period/s,628.0,Picknpay,Total spend or investment towards Energy security in the reporting period/s in Picknpay company in the year ,
628_X_Sasol,0.0,Total spend or investment towards Energy security in the reporting period/s,628.0,Sasol,Total spend or investment towards Energy security in the reporting period/s in Sasol company in the year ,
628_X_Ssw,0.0,Total spend or investment towards Energy security in the reporting period/s,628.0,Ssw,Total spend or investment towards Energy security in the reporting period/s in Ssw company in the year ,
628_X_Tongaat,0.0,Total spend or investment towards Energy security in the reporting period/s,628.0,Tongaat,Total spend or investment towards Energy security in the reporting period/s in Tongaat company in the year ,
628_X_Uct1&2,0.0,Total spend or investment towards Energy security in the reporting period/s,628.0,Uct1&2,Total spend or investment towards Energy security in the reporting period/s in Uct1&2 company in the year ,
629_X_Absa,0.0,Total spend or investment towards Gender-based Violence (GBV) initiatives in reporting period/s,629.0,Absa,Total spend or investment towards Gender-based Violence (GBV) initiatives in reporting period/s in Absa company in the year ,
629_X_Clicks,0.0,Total spend or investment towards Gender-based Violence (GBV) initiatives in reporting period/s,629.0,Clicks,Total spend or investment towards Gender-based Violence (GBV) initiatives in reporting period/s in Clicks company in the year ,
629_X_Distell,0.0,Total spend or investment towards Gender-based Violence (GBV) initiatives in reporting period/s,629.0,Distell,Total spend or investment towards Gender-based Violence (GBV) initiatives in reporting period/s in Distell company in the year ,
629_X_Impala,0.0,Total spend or investment towards Gender-based Violence (GBV) initiatives in reporting period/s,629.0,Impala,Total spend or investment towards Gender-based Violence (GBV) initiatives in reporting period/s in Impala company in the year ,
629_X_Oceana1&2,0.0,Total spend or investment towards Gender-based Violence (GBV) initiatives in reporting period/s,629.0,Oceana1&2,Total spend or investment towards Gender-based Violence (GBV) initiatives in reporting period/s in Oceana1&2 company in the year ,
629_X_Picknpay,0.0,Total spend or investment towards Gender-based Violence (GBV) initiatives in reporting period/s,629.0,Picknpay,Total spend or investment towards Gender-based Violence (GBV) initiatives in reporting period/s in Picknpay company in the year ,
629_X_Sasol,0.0,Total spend or investment towards Gender-based Violence (GBV) initiatives in reporting period/s,629.0,Sasol,Total spend or investment towards Gender-based Violence (GBV) initiatives in reporting period/s in Sasol company in the year ,
629_X_Ssw,0.0,Total spend or investment towards Gender-based Violence (GBV) initiatives in reporting period/s,629.0,Ssw,Total spend or investment towards Gender-based Violence (GBV) initiatives in reporting period/s in Ssw company in the year ,
629_X_Tongaat,0.0,Total spend or investment towards Gender-based Violence (GBV) initiatives in reporting period/s,629.0,Tongaat,Total spend or investment towards Gender-based Violence (GBV) initiatives in reporting period/s in Tongaat company in the year ,
629_X_Uct1&2,0.0,Total spend or investment towards Gender-based Violence (GBV) initiatives in reporting period/s,629.0,Uct1&2,Total spend or investment towards Gender-based Violence (GBV) initiatives in reporting period/s in Uct1&2 company in the year ,
62_X_Absa,0.0,Contractor costs per income statement,62.0,Absa,Contractor costs per income statement in Absa company in the year ,
62_X_Clicks,0.0,Contractor costs per income statement,62.0,Clicks,Contractor costs per income statement in Clicks company in the year ,
